id,url,name,season,number,type,airdate,airtime,airstamp,runtime,rating,image,summary,_links,_embedded
1988857,https://www.tvmaze.com/episodes/1988857/sim-for-you-4x19-chanyeols-episode-19,Chanyeol's Episode 19,4,19.0,regular,2020-12-08,06:00,2020-12-07T21:00:00+00:00,16.0,{'average': None},,<p><b>#Camping Decoration #Did You Come Sehun?</b></p>,{'self': {'href': 'https://api.tvmaze.com/episodes/1988857'}},"{'show': {'id': 41648, 'url': 'https://www.tvmaze.com/shows/41648/sim-for-you', 'name': 'Sim for You', 'type': 'Reality', 'language': 'Korean', 'genres': [], 'status': 'Running', 'runtime': 16, 'averageRuntime': 16, 'premiered': '2019-03-25', 'ended': None, 'officialSite': 'https://www.vlive.tv/video/121637', 'schedule': {'time': '', 'days': ['Monday', 'Wednesday', 'Friday']}, 'rating': {'average': None}, 'weight': 71, 'network': None, 'webChannel': {'id': 122, 'name': 'V LIVE', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': 'https://www.vlive.tv/home'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': 361541, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/190/476668.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/190/476668.jpg'}, 'summary': ""<p><b>Sim for You</b> is a reality series that chronicles each EXO member's life and reveal stories from their everyday life as a series.</p>"", 'updated': 1608499007, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/41648'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1988862'}}}}"
2007748,https://www.tvmaze.com/episodes/2007748/stand-up-autsajd-1x08-vana-ilin-malenkij-princ,"Ваня Ильин ""Маленький принц""",1,8.0,regular,2020-12-08,12:00,2020-12-08T00:00:00+00:00,24.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/2007748'}},"{'show': {'id': 51065, 'url': 'https://www.tvmaze.com/shows/51065/stand-up-autsajd', 'name': 'Stand Up Аутсайд', 'type': 'Variety', 'language': 'Russian', 'genres': [], 'status': 'Ended', 'runtime': 40, 'averageRuntime': 28, 'premiered': '2020-10-13', 'ended': '2020-12-31', 'officialSite': 'https://premier.one/show/13734', 'schedule': {'time': '', 'days': ['Monday']}, 'rating': {'average': None}, 'weight': 3, 'network': None, 'webChannel': {'id': 21, 'name': 'YouTube', 'country': None, 'officialSite': 'https://www.youtube.com'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/277/693293.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/277/693293.jpg'}, 'summary': '<p>Solo performances of stand-up comedians from the underground and popular TV and Internet projects. Each new release is a new concert with its own atmosphere and humor.</p>', 'updated': 1616719192, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/51065'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2007760'}}}}"
1986870,https://www.tvmaze.com/episodes/1986870/kotiki-1x07-seria-7,Серия 7,1,7.0,regular,2020-12-08,,2020-12-08T00:00:00+00:00,13.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/1986870'}},"{'show': {'id': 52198, 'url': 'https://www.tvmaze.com/shows/52198/kotiki', 'name': 'Котики', 'type': 'Scripted', 'language': 'Russian', 'genres': ['Comedy'], 'status': 'Ended', 'runtime': 12, 'averageRuntime': 12, 'premiered': '2020-11-30', 'ended': '2020-12-11', 'officialSite': 'http://epic-media.ru/project/kotiki', 'schedule': {'time': '10:00', 'days': ['Monday', 'Tuesday', 'Wednesday', 'Thursday', 'Friday']}, 'rating': {'average': None}, 'weight': 15, 'network': None, 'webChannel': {'id': 510, 'name': 'Epic Media', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': 392682, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/355/888089.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/355/888089.jpg'}, 'summary': None, 'updated': 1637555191, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/52198'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1986873'}}}}"
2008028,https://www.tvmaze.com/episodes/2008028/lab-s-antonom-belaevym-2x07-lev-lesenko,Лев Лещенко,2,7.0,regular,2020-12-08,,2020-12-08T00:00:00+00:00,26.0,{'average': None},"{'medium': 'https://static.tvmaze.com/uploads/images/medium_landscape/294/737207.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/294/737207.jpg'}",,{'self': {'href': 'https://api.tvmaze.com/episodes/2008028'}},"{'show': {'id': 52933, 'url': 'https://www.tvmaze.com/shows/52933/lab-s-antonom-belaevym', 'name': 'LAB с Антоном Беляевым', 'type': 'Documentary', 'language': 'Russian', 'genres': ['Music'], 'status': 'Running', 'runtime': 26, 'averageRuntime': 25, 'premiered': '2019-12-17', 'ended': None, 'officialSite': 'https://hd.kinopoisk.ru/film/41a971dd517a30f9b86d20def219c326', 'schedule': {'time': '23:45', 'days': ['Saturday']}, 'rating': {'average': None}, 'weight': 15, 'network': {'id': 308, 'name': 'ТНТ', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}, 'webChannel': {'id': 381, 'name': 'КиноПоиск HD', 'country': {'name': 'Russian Federation', 'code': 'RU', 'timezone': 'Asia/Kamchatka'}, 'officialSite': None}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/379/948045.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/379/948045.jpg'}, 'summary': ""<p>Russian music artists reveal themselves from unexpected sides in the\xa0Anton Belyaev's show.</p>"", 'updated': 1641807804, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/52933'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2245512'}}}}"
1964566,https://www.tvmaze.com/episodes/1964566/core-sense-1x10-episode-10,Episode 10,1,10.0,regular,2020-12-08,10:00,2020-12-08T02:00:00+00:00,24.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/1964566'}},"{'show': {'id': 51336, 'url': 'https://www.tvmaze.com/shows/51336/core-sense', 'name': 'Core Sense', 'type': 'Animation', 'language': 'Chinese', 'genres': ['Action', 'Anime', 'Science-Fiction'], 'status': 'Running', 'runtime': 24, 'averageRuntime': 24, 'premiered': '2020-10-13', 'ended': None, 'officialSite': 'https://www.bilibili.com/bangumi/media/md28223064', 'schedule': {'time': '10:00', 'days': ['Tuesday']}, 'rating': {'average': None}, 'weight': 37, 'network': None, 'webChannel': {'id': 51, 'name': 'Bilibili', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': None}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/278/696645.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/278/696645.jpg'}, 'summary': ""<p>The power of beginnings, the energy of the core stone; one may find it good, one may find it evil. During a normal investigation, Yue Juntian finds himself drawn into the battle between the 'beginnings' of Yun City; Jiang Xin arrives in Yun City to stop Li Zunyuan's plan to take over. The two influence each other - one solves the mystery of their birth, the other redeems themselves. Together, they oppose Li Zunyuan.<br />\xa0</p>"", 'updated': 1604587119, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/51336'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1964569'}}}}"
2052507,https://www.tvmaze.com/episodes/2052507/wu-shen-zhu-zai-1x82-episode-82,Episode 82,1,82.0,regular,2020-12-08,10:00,2020-12-08T02:00:00+00:00,8.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/2052507'}},"{'show': {'id': 54033, 'url': 'https://www.tvmaze.com/shows/54033/wu-shen-zhu-zai', 'name': 'Wu Shen Zhu Zai', 'type': 'Animation', 'language': 'Chinese', 'genres': ['Action', 'Adventure', 'Anime', 'Fantasy'], 'status': 'Running', 'runtime': 8, 'averageRuntime': 8, 'premiered': '2020-03-08', 'ended': None, 'officialSite': 'https://v.qq.com/detail/m/7q544xyrava3vxf.html', 'schedule': {'time': '10:00', 'days': ['Tuesday', 'Sunday']}, 'rating': {'average': None}, 'weight': 76, 'network': None, 'webChannel': {'id': 104, 'name': 'Tencent QQ', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://v.qq.com/'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': 379070, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/299/748854.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/299/748854.jpg'}, 'summary': ""<p>The protagonist Qin Chen, who was originally the top genius in the military domain, was conspired by the people to fall into the death canyon in the forbidden land of the mainland. Qin Chen, who was inevitably dead, unexpectedly triggered the power of the mysterious ancient sword.<br /><br />Three hundred years later, in a remote part of the Tianwu mainland, a boy of the same name accidentally inherited Qin Chen's will. As the beloved grandson of King Dingwu of the Daqi National Army, due to the birth father's birth, the mother and son were treated coldly in Dingwu's palace and lived together. In order to rewrite the myth of the strong man in hope of the sun, and to protect everything he loves, Qin Chen resolutely took up the responsibility of maintaining the five kingdoms of the world and set foot on the road of martial arts again.</p>"", 'updated': 1649423444, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/54033'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2309407'}, 'nextepisode': {'href': 'https://api.tvmaze.com/episodes/2309408'}}}}"
2096295,https://www.tvmaze.com/episodes/2096295/no-turning-back-romance-1x01-1,1,1,1.0,regular,2020-12-08,,2020-12-08T03:00:00+00:00,12.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/2096295'}},"{'show': {'id': 55002, 'url': 'https://www.tvmaze.com/shows/55002/no-turning-back-romance', 'name': 'No Turning Back Romance', 'type': 'Scripted', 'language': 'Korean', 'genres': [], 'status': 'Ended', 'runtime': None, 'averageRuntime': 12, 'premiered': '2020-12-08', 'ended': '2021-01-06', 'officialSite': None, 'schedule': {'time': '', 'days': ['Tuesday', 'Wednesday']}, 'rating': {'average': None}, 'weight': 20, 'network': None, 'webChannel': {'id': 30, 'name': 'Naver TVCast', 'country': {'name': 'Korea, Republic of', 'code': 'KR', 'timezone': 'Asia/Seoul'}, 'officialSite': 'https://tv.naver.com/'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/319/799196.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/319/799196.jpg'}, 'summary': '<p>A teen romance of So Dam, a sixteen-year-old girl, who has never dated before but she receives her first-ever love confession from a mysterious boy. She is looking for the boy who secretly confessed to her while she was asleep on her desk. The clues include a male voice, mango fruit scent and gym uniform. She must piece the puzzle to find that person among the likely candidates that include hot shots Park Ji Hoo, Jeong Han Kyul, and Joo In Hyuk.</p>', 'updated': 1621617231, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/55002'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2096309'}}}}"
1973544,https://www.tvmaze.com/episodes/1973544/please-wait-brother-1x23-episode-23,Episode 23,1,23.0,regular,2020-12-08,12:00,2020-12-08T04:00:00+00:00,37.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/1973544'}},"{'show': {'id': 52038, 'url': 'https://www.tvmaze.com/shows/52038/please-wait-brother', 'name': 'Please Wait, Brother', 'type': 'Scripted', 'language': 'Chinese', 'genres': ['Comedy'], 'status': 'Ended', 'runtime': 37, 'averageRuntime': 37, 'premiered': '2020-11-17', 'ended': '2020-12-08', 'officialSite': None, 'schedule': {'time': '12:00', 'days': ['Tuesday', 'Wednesday', 'Thursday']}, 'rating': {'average': None}, 'weight': 14, 'network': None, 'webChannel': {'id': 104, 'name': 'Tencent QQ', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://v.qq.com/'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/284/711240.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/284/711240.jpg'}, 'summary': None, 'updated': 1607697965, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/52038'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1973545'}}}}"
1973545,https://www.tvmaze.com/episodes/1973545/please-wait-brother-1x24-episode-24,Episode 24,1,24.0,regular,2020-12-08,12:00,2020-12-08T04:00:00+00:00,37.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/1973545'}},"{'show': {'id': 52038, 'url': 'https://www.tvmaze.com/shows/52038/please-wait-brother', 'name': 'Please Wait, Brother', 'type': 'Scripted', 'language': 'Chinese', 'genres': ['Comedy'], 'status': 'Ended', 'runtime': 37, 'averageRuntime': 37, 'premiered': '2020-11-17', 'ended': '2020-12-08', 'officialSite': None, 'schedule': {'time': '12:00', 'days': ['Tuesday', 'Wednesday', 'Thursday']}, 'rating': {'average': None}, 'weight': 14, 'network': None, 'webChannel': {'id': 104, 'name': 'Tencent QQ', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://v.qq.com/'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': None, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/284/711240.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/284/711240.jpg'}, 'summary': None, 'updated': 1607697965, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/52038'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/1973545'}}}}"
2082173,https://www.tvmaze.com/episodes/2082173/ling-jian-zun-4x30-di130ji,第130集,4,30.0,regular,2020-12-08,,2020-12-08T04:00:00+00:00,10.0,{'average': None},,,{'self': {'href': 'https://api.tvmaze.com/episodes/2082173'}},"{'show': {'id': 55016, 'url': 'https://www.tvmaze.com/shows/55016/ling-jian-zun', 'name': 'Ling Jian Zun', 'type': 'Animation', 'language': 'Chinese', 'genres': ['Anime'], 'status': 'Running', 'runtime': 10, 'averageRuntime': 10, 'premiered': '2019-01-15', 'ended': None, 'officialSite': 'https://v.qq.com/x/cover/2w2legt0g8z26al.html', 'schedule': {'time': '', 'days': ['Tuesday', 'Friday']}, 'rating': {'average': None}, 'weight': 45, 'network': None, 'webChannel': {'id': 104, 'name': 'Tencent QQ', 'country': {'name': 'China', 'code': 'CN', 'timezone': 'Asia/Shanghai'}, 'officialSite': 'https://v.qq.com/'}, 'dvdCountry': None, 'externals': {'tvrage': None, 'thetvdb': 364730, 'imdb': None}, 'image': {'medium': 'https://static.tvmaze.com/uploads/images/medium_portrait/311/778535.jpg', 'original': 'https://static.tvmaze.com/uploads/images/original_untouched/311/778535.jpg'}, 'summary': ""<p>The strong man was attacked and returned to his youth. He became the weakest waste young lord. He will never let go of the enemy of the previous life in this life and must make up the regret of the previous life in this life! By the time the Spirit Sword is powerful, the protagonist will be supreme in the three worlds between heaven and earth! If there is someone doesn't obey him, he will kill him with the sword!</p><p><br />\xa0</p>"", 'updated': 1640703283, '_links': {'self': {'href': 'https://api.tvmaze.com/shows/55016'}, 'previousepisode': {'href': 'https://api.tvmaze.com/episodes/2244488'}}}}"
